发震日期（北京时间）,经度(°),纬度(°),震源深度(Km),震级类型,震级,震中位置,事件类型
2013-7-28 21:54:36,20.51,38.27,18,Ms,4.4,爱奥尼亚海,天然地震
2013-7-21 09:32:23,13.64,43.73,10,Ms,5.3,中部意大利,天然地震
2013-7-17 11:00:49,2.34,36.02,6,Ms,5.0,阿尔及利亚,天然地震
2013-7-17 02:57:10,24.58,34.28,37,Ms,4.1,地中海,天然地震
2013-7-09 17:43:11,-44.80,23.60,10,Ms,5.1,北大西洋海岭,天然地震
2013-7-03 21:28:21,21.80,40.10,11,Ms,4.8,希腊,天然地震
2013-7-02 19:18:31,55.00,27.30,6,Ms,4.5,伊朗南部,天然地震
2013-7-02 18:45:20,21.90,40.10,10,Ms,4.7,希腊,天然地震
2013-7-01 00:25:34,58.00,26.80,10,Ms,4.3,伊朗南部,天然地震
2013-7-01 00:25:26,58.20,26.10,10,Ms,4.3,伊朗南部,天然地震
2013-6-30 22:40:07,10.20,44.20,5,Ms,4.7,科西嘉岛,天然地震
2013-6-26 14:44:37,-31.90,58.40,10,Ms,4.7,北大西洋,天然地震
2013-6-24 06:43:16,-40.90,31.70,14,Ms,5.2,北大西洋海岭,天然地震
2013-6-24 05:16:32,33.40,48.10,15,Ms,4.6,俄罗斯西南部,天然地震
2013-6-23 23:01:31,9.62,44.33,14,Ms,4.8,科西嘉岛,天然地震
2013-6-22 16:41:04,19.60,40.30,10,Ms,4.7,阿尔巴尼亚,天然地震
2013-6-21 20:12:37,9.40,44.51,8,Ms,4.6,意大利北部,天然地震
2013-6-21 18:33:52,9.36,43.86,10,Ms,5.4,科西嘉岛,天然地震
2013-6-20 03:05:06,24.95,34.70,7,Ms,4.6,克里特岛,天然地震
2013-6-19 06:27:00,24.69,34.41,11,Ms,4.7,地中海,天然地震
2013-6-17 05:39:04,24.74,34.35,39,Ms,5.9,地中海,天然地震
2013-6-16 08:53:28,24.59,33.86,10,Ms,4.6,地中海,天然地震
2013-6-16 03:03:58,24.56,34.29,10,Ms,4.9,地中海,天然地震
2013-6-16 02:24:47,24.34,35.00,18,Ms,4.8,克里特岛,天然地震
2013-6-16 01:22:01,24.70,34.36,16,Ms,4.9,地中海,天然地震
2013-6-16 01:02:01,24.78,34.33,30,Ms,5.2,地中海,天然地震
2013-6-16 00:59:28,24.50,33.94,25,Ms,5.2,地中海,天然地震
2013-6-16 00:51:10,24.77,34.51,19,Ms,5.1,克里特岛,天然地震
2013-6-16 00:28:52,24.76,34.23,19,Ms,5.4,地中海,天然地震
2013-6-16 00:10:56,24.99,34.45,5,Ms,6.1,地中海,天然地震
2013-6-13 03:02:50,43.27,38.65,16,Ms,4.5,土耳其,天然地震
2013-6-06 19:53:38,21.50,36.97,13,Ms,4.7,希腊南部,天然地震
2013-6-01 19:49:25,33.30,28.40,10,Ms,4.5,埃及,天然地震
2013-5-31 13:20:04,57.81,26.69,18,Ms,4.2,伊朗南部,天然地震
2013-5-28 08:09:47,40.88,43.23,10,Ms,5.1,黑海,天然地震
2013-5-27 00:00:54,5.32,37.21,6,Ms,4.8,阿尔及利亚,天然地震
2013-5-26 14:08:13,67.39,39.97,20,Ms,6.2,乌兹别克东南部,天然地震
2013-5-24 06:44:53,53.50,27.20,10,Ms,4.4,伊朗南部,天然地震
2013-5-23 22:09:03,20.19,38.89,22,Ms,4.7,爱奥尼亚海,天然地震
2013-5-23 12:00:36,24.52,34.36,36,Ms,4.7,地中海,天然地震
2013-5-22 07:38:47,57.74,26.98,14,Ms,4.6,伊朗南部,天然地震
2013-5-20 17:16:30,57.80,27.00,10,Ms,4.4,伊朗南部,天然地震
2013-5-19 17:07:24,4.70,37.13,14,Ms,5.1,阿尔及利亚,天然地震
2013-5-18 18:57:47,57.35,27.12,13,Ms,5.6,伊朗南部,天然地震
2013-5-18 18:03:16,57.68,26.80,10,Ms,5.7,伊朗南部,天然地震
2013-5-16 11:02:04,28.35,36.96,45,Ms,4.6,多德卡尼斯群岛,天然地震
2013-5-15 15:09:58,41.20,39.00,16,mB,4.9,土耳其,天然地震
2013-5-14 06:19:13,51.80,28.40,11,Ms,4.5,波斯湾,天然地震
2013-5-13 22:39:25,-37.50,34.00,10,Ms,5.3,北大西洋海岭,天然地震
2013-5-12 18:54:50,57.65,27.15,24,Ms,5.6,伊朗南部,天然地震
2013-5-12 08:07:00,57.63,27.15,9,Ms,5.7,伊朗南部,天然地震
2013-5-12 06:28:07,57.59,26.60,8,Ms,4.5,伊朗南部,天然地震
2013-5-12 06:23:05,57.81,27.02,11,Ms,4.6,伊朗南部,天然地震
2013-5-12 05:51:26,57.17,26.76,6,Ms,4.8,伊朗南部,天然地震
2013-5-12 02:06:18,58.53,26.61,25,Ms,4.4,伊朗南部,天然地震
2013-5-11 16:42:42,58.51,26.97,12,Ms,4.7,伊朗南部,天然地震
2013-5-11 12:42:38,12.87,32.87,7,Ms,4.7,利比亚海岸近海,天然地震
2013-5-11 12:09:30,57.80,26.80,20,Ms,4.4,伊朗南部,天然地震
2013-5-11 11:41:37,58.61,27.22,20,Ms,4.9,伊朗南部,天然地震
2013-5-11 11:17:23,58.05,26.48,10,Ms,5.1,伊朗南部,天然地震
2013-5-11 11:09:54,58.39,26.87,16,Ms,5.6,伊朗南部,天然地震
2013-5-11 11:03:29,58.01,26.82,17,Ms,5.2,伊朗南部,天然地震
2013-5-11 10:50:05,58.56,26.77,26,Ms,4.5,伊朗南部,天然地震
2013-5-11 10:29:46,58.00,26.80,35,mB,4.8,伊朗南部,天然地震
2013-5-11 10:08:09,57.81,26.76,14,Ms,6.4,伊朗南部,天然地震
2013-5-10 03:20:37,-23.77,64.08,9,Ms,4.9,冰岛地区,天然地震
2013-5-10 01:10:19,-24.18,63.97,9,Ms,4.8,冰岛地区,天然地震
2013-5-10 00:24:00,63.60,27.53,12,Ms,3.9,巴基斯坦西部,天然地震
2013-5-09 16:01:37,58.38,26.98,20,Ms,4.9,伊朗南部,天然地震
2013-5-06 10:28:01,51.80,28.40,10,Ms,4.9,波斯湾,天然地震
2013-5-04 12:13:20,51.90,28.10,14,Ms,4.4,波斯湾,天然地震
2013-5-04 09:47:11,52.50,28.60,15,Ms,4.5,伊朗南部,天然地震
2013-5-04 08:09:52,51.80,28.30,10,Ms,4.1,波斯湾,天然地震
2013-5-02 08:35:38,51.35,28.21,10,Ms,4.5,波斯湾,天然地震
2013-5-02 06:18:35,60.70,27.80,50,Ms,4.0,伊朗南部,天然地震
2013-5-02 02:31:02,51.70,28.30,6,Ms,4.8,波斯湾,天然地震
2013-5-02 00:31:30,51.70,28.30,27,Ms,4.2,波斯湾,天然地震
2013-4-30 23:05:17,61.63,28.27,6,Ms,4.3,伊朗南部,天然地震
2013-4-30 14:25:20,-25.53,38.11,6,Ms,5.9,亚速尔群岛,天然地震
2013-4-29 00:30:59,22.70,37.50,58,Ms,4.8,希腊南部,天然地震
2013-4-29 00:30:49,27.80,36.90,6,Ms,4.5,多德卡尼斯群岛,天然地震
2013-4-28 20:11:26,53.85,26.72,10,Ms,4.4,伊朗南部,天然地震
2013-4-28 12:49:55,22.20,38.30,53,Ms,4.6,希腊南部,天然地震
2013-4-20 23:37:10,61.84,27.93,29,Ms,4.4,伊朗南部,天然地震
2013-4-20 05:40:59,53.25,27.00,10,Ms,4.9,波斯湾,天然地震
2013-4-17 12:53:23,62.11,28.14,63,Ms,4.6,伊朗南部,天然地震
2013-4-17 11:15:51,62.33,28.15,68,Ms,5.1,伊朗南部,天然地震
2013-4-16 20:26:55,47.40,42.58,6,Ms,4.7,高加索东部,天然地震
2013-4-16 18:44:18,62.10,28.10,75,Ms,7.7,伊朗南部,天然地震
2013-4-15 03:39:35,51.90,28.40,15,mB,5.0,波斯湾,天然地震
2013-4-13 16:08:53,-35.20,34.80,10,Ms,5.1,北大西洋海岭,天然地震
2013-4-12 07:02:51,-44.32,61.18,5,Ms,4.8,格陵兰西部,天然地震
2013-4-12 06:31:30,40.90,43.50,6,Ms,4.3,高加索西部,天然地震
2013-4-12 00:21:31,51.80,28.40,11,Ms,4.3,波斯湾,天然地震
2013-4-11 10:03:21,51.70,28.50,10,Ms,4.8,伊朗南部,天然地震
2013-4-11 03:22:51,51.80,28.30,10,Ms,4.4,波斯湾,天然地震
2013-4-10 20:40:16,51.60,28.50,5,Ms,4.5,伊朗南部,天然地震
2013-4-10 15:59:56,51.70,28.40,8,Ms,5.3,波斯湾,天然地震
2013-4-10 15:10:34,51.21,28.12,10,Ms,5.0,波斯湾,天然地震
2013-4-10 09:58:24,51.60,28.40,5,Ms,5.7,波斯湾,天然地震
2013-4-10 09:00:18,51.42,28.47,5,Ms,4.6,波斯湾,天然地震
2013-4-10 04:54:14,51.60,28.30,10,Ms,4.5,波斯湾,天然地震
2013-4-10 04:06:50,51.60,28.40,19,Ms,4.3,波斯湾,天然地震
2013-4-10 00:32:30,51.70,28.40,10,Ms,4.5,波斯湾,天然地震
2013-4-09 22:44:50,51.70,28.40,10,Ms,4.5,波斯湾,天然地震
2013-4-09 21:30:40,51.70,28.30,10,Ms,4.7,波斯湾,天然地震
2013-4-09 20:47:45,51.70,28.40,10,Ms,5.2,波斯湾,天然地震
2013-4-09 20:41:02,51.70,28.40,10,Ms,5.3,波斯湾,天然地震
2013-4-09 20:05:37,51.70,28.50,7,Ms,5.8,伊朗南部,天然地震
2013-4-09 19:52:50,51.60,28.50,20,Ms,6.5,伊朗南部,天然地震
2013-4-09 11:36:28,23.40,36.89,16,Ms,4.8,希腊南部,天然地震
2013-4-06 19:26:03,23.63,34.80,38,Ms,5.0,克里特岛,天然地震
2013-3-31 15:02:35,46.80,42.80,48,Ms,4.4,高加索东部,天然地震
2013-3-30 01:01:19,-18.30,27.70,15,Ms,4.6,加那利群岛地区,天然地震
2013-3-27 07:35:22,41.60,43.20,10,Ms,4.6,高加索西部,天然地震
2013-3-26 04:55:13,24.01,35.92,79,Ms,4.8,克里特岛,天然地震
2013-3-24 23:47:20,16.50,37.80,26,Ms,4.1,爱奥尼亚海,天然地震
2013-3-22 16:31:50,51.20,40.20,8,Ms,4.3,里海,天然地震
2013-3-22 03:37:05,53.71,36.68,5,Ms,4.4,伊朗,天然地震
2013-3-21 16:31:56,63.81,23.47,5,Ms,4.3,阿拉伯海,天然地震
2013-3-21 06:28:58,-35.24,55.97,5,Ms,5.2,北大西洋,天然地震
2013-3-20 19:18:14,-34.20,58.90,10,Ms,4.8,北大西洋,天然地震
2013-3-20 19:02:13,-32.00,58.40,5,Ms,4.9,北大西洋,天然地震
2013-3-20 18:55:02,-32.54,58.50,6,Ms,4.7,北大西洋,天然地震
2013-3-20 18:51:38,-31.61,58.64,7,Ms,4.7,北大西洋,天然地震
2013-3-20 05:09:50,16.02,51.80,5,Ms,4.8,波兰,天然地震
2013-3-19 13:41:56,-35.10,55.70,10,Ms,5.0,北大西洋,天然地震
2013-3-11 22:57:05,43.50,36.50,6,Ms,4.7,伊拉克,天然地震
2013-3-09 05:38:50,57.90,28.37,112,mB,4.7,伊朗南部,天然地震
2013-3-03 03:24:28,50.60,31.31,42,Ms,4.5,伊朗,天然地震
2013-2-28 19:06:03,57.91,38.20,10,Ms,4.7,土库曼斯坦,天然地震
2013-2-17 13:42:04,21.41,36.82,38,Ms,5.0,地中海,天然地震
2013-2-17 11:12:51,20.72,37.55,5,Ms,4.9,爱奥尼亚海,天然地震
2013-2-17 05:16:10,13.64,42.40,18,Ms,5.0,意大利南部,天然地震
2013-2-16 01:50:32,-34.94,52.56,9,Ms,4.9,北大西洋,天然地震
2013-2-15 22:42:51,23.90,40.40,5,Ms,4.9,爱琴海,天然地震
2013-2-06 00:37:59,-35.14,55.44,6,Ms,5.1,北大西洋,天然地震
2013-2-02 19:33:49,24.72,34.35,5,Ms,4.8,地中海,天然地震
2013-1-26 23:10:44,46.15,38.48,10,Ms,4.6,伊朗西北部,天然地震
2013-1-25 22:48:15,10.24,44.45,5,Ms,5.0,科西嘉岛,天然地震
2013-1-25 20:11:21,50.90,31.80,8,Ms,4.9,伊朗,天然地震
2013-1-24 12:51:01,56.09,27.84,10,Ms,4.5,伊朗南部,天然地震
2013-1-22 19:12:20,48.50,33.40,50,Ms,4.6,伊朗西部,天然地震
2013-1-22 03:48:59,57.29,30.44,31,Ms,5.5,伊朗南部,天然地震
2013-1-21 07:32:20,-35.45,54.13,8,Ms,5.3,北大西洋,天然地震
2013-1-21 05:40:30,-35.21,54.57,7,Ms,5.1,北大西洋,天然地震
2013-1-21 05:26:26,-35.18,54.49,10,Ms,5.1,北大西洋,天然地震
2013-1-21 05:25:04,-35.34,54.19,5,Ms,5.0,北大西洋,天然地震
2013-1-18 05:17:32,30.60,32.00,6,Ms,4.9,埃及,天然地震
2013-1-16 17:52:59,-28.48,60.67,13,mB,5.0,北大西洋,天然地震
2013-1-14 19:50:57,21.82,36.24,11,Ms,4.9,地中海,天然地震
2013-1-13 16:55:13,25.60,39.60,10,Ms,4.5,爱琴海,天然地震
2013-1-12 11:25:03,51.00,31.80,4,Ms,5.0,伊朗,天然地震
2013-1-08 22:16:06,25.48,39.87,5,Ms,5.9,爱琴海,天然地震
2013-1-05 13:58:20,62.03,24.55,7,Ms,4.2,巴基斯坦海岸近海,天然地震
2013-1-04 15:50:05,14.74,38.52,9,Ms,4.6,西西里岛,天然地震
2012-12-26 06:55:50,40.90,42.50,10,mB,5.0,黑海,天然地震
2012-12-26 06:44:31,41.13,42.42,6,Ms,5.4,土耳其,天然地震
2012-12-26 01:36:28,66.54,28.61,6,Ms,4.8,巴基斯坦,天然地震
2012-12-23 21:31:37,41.10,42.40,10,Ms,6.1,土耳其,天然地震
2012-12-23 14:38:55,44.80,38.50,11,Ms,4.8,伊朗,天然地震
2012-12-13 18:02:41,-44.80,23.40,10,Ms,4.7,北大西洋海岭,天然地震
2012-12-11 00:56:53,37.64,44.69,28,Ms,5.0,高加索西部,天然地震
2012-12-07 01:48:12,23.10,36.90,13,Ms,5.0,希腊南部,天然地震
2012-12-06 01:08:12,59.85,33.71,6,Ms,6.0,伊朗,天然地震
2012-12-05 02:59:40,23.10,36.90,10,Ms,5.1,希腊南部,天然地震
2012-12-03 20:53:22,57.04,30.48,18,Ms,4.6,伊朗南部,天然地震
2012-12-02 06:08:49,53.70,27.50,7,Ms,4.6,伊朗南部,天然地震
2012-12-02 04:52:05,26.80,45.70,89,Ms,4.7,罗马尼亚,天然地震
2012-11-29 07:15:25,5.40,36.80,10,Ms,4.9,阿尔及利亚,天然地震
2012-11-27 14:22:27,49.20,33.20,15,Ms,4.5,伊朗西部,天然地震
2012-11-27 01:35:38,27.66,36.55,14,Ms,5.0,多德卡尼斯群岛,天然地震
2012-11-25 05:04:14,27.90,36.50,5,Ms,4.6,多德卡尼斯群岛,天然地震
2012-11-20 06:38:01,67.71,30.50,6,Ms,4.6,巴基斯坦,天然地震
2012-11-16 11:58:21,46.10,38.34,8,Ms,4.5,伊朗西北部,天然地震
2012-11-14 15:24:22,29.37,35.78,10,Ms,4.5,地中海东部,天然地震
2012-11-13 14:48:16,-42.60,29.70,10,Ms,5.0,北大西洋海岭,天然地震
2012-11-08 17:45:05,46.80,38.40,10,Ms,4.4,伊朗西北部,天然地震
2012-11-07 14:26:31,46.60,38.50,10,Ms,5.7,伊朗,天然地震
2012-10-26 07:05:20,15.45,39.71,5,Ms,5.3,第勒尼安海,天然地震
2012-10-25 19:19:54,-44.18,61.10,10,Ms,4.8,格陵兰西部,天然地震
2012-10-23 23:20:38,20.11,39.59,8,Ms,4.7,希腊,天然地震
2012-10-22 00:38:13,58.92,27.49,6,Ms,4.2,伊朗南部,天然地震
2012-10-20 06:10:45,51.93,29.01,6,Ms,4.4,伊朗南部,天然地震
2012-10-20 05:27:22,50.74,29.13,5,Ms,4.2,波斯湾,天然地震
2012-10-19 11:35:06,30.50,32.41,13,Ms,4.9,埃及,天然地震
2012-10-18 16:38:29,-30.47,38.99,10,Ms,4.7,亚速尔群岛,天然地震
2012-10-18 12:32:30,-35.13,53.59,12,Ms,4.9,北大西洋,天然地震
2012-10-16 23:10:56,15.60,39.60,260,mB,4.6,意大利南部,天然地震
2012-10-16 18:25:17,35.70,37.50,27,Ms,4.1,土耳其,天然地震
2012-10-16 12:15:28,46.60,37.89,26,mB,4.9,伊朗西北部,天然地震
2012-10-16 09:16:02,37.10,37.30,6,Ms,4.2,土耳其,天然地震
2012-10-14 18:13:36,46.40,41.90,10,Ms,5.6,高加索东部,天然地震
2012-10-14 02:44:09,46.30,41.80,15,Ms,4.5,高加索东部,天然地震
2012-10-11 00:56:32,52.45,29.31,12,Ms,4.7,伊朗南部,天然地震
2012-10-10 14:14:39,4.35,36.79,15,Ms,4.7,阿尔及利亚,天然地震
2012-10-08 20:18:47,17.20,44.10,12,mb,4.9,南斯拉夫,天然地震
2012-10-08 16:25:53,46.48,38.32,13,Ms,4.5,伊朗西北部,天然地震
2012-10-07 19:42:44,47.74,40.79,40,Ms,4.8,高加索东部,天然地震
2012-10-07 04:37:10,25.20,40.20,9,mB,4.9,爱琴海,天然地震
2012-10-06 11:40:02,-45.70,23.80,10,Ms,5.2,北大西洋海岭,天然地震
2012-10-03 22:41:23,9.50,44.45,10,Ms,4.5,科西嘉岛,天然地震
2012-10-01 16:43:54,56.28,38.54,15,Ms,4.8,土库曼斯坦,天然地震
2012-9-29 13:25:36,27.33,34.80,10,Ms,4.6,克里特岛,天然地震
2012-9-29 08:39:42,14.50,38.69,258,mB,5.1,西西里岛,天然地震
2012-9-29 06:14:42,67.90,29.30,10,Ms,4.3,巴基斯坦,天然地震
2012-9-27 09:08:21,15.00,41.20,5,Ms,5.2,意大利南部,天然地震
2012-9-27 08:56:01,46.60,38.50,18,Ms,5.1,伊朗,天然地震
2012-9-26 09:28:30,29.93,34.75,33,Ms,4.8,地中海东部,天然地震
2012-9-22 14:15:53,20.42,40.28,5,Ms,4.8,阿尔巴尼亚,天然地震
2012-9-22 11:52:17,22.15,38.12,5,Ms,4.8,希腊南部,天然地震
2012-9-21 23:39:12,22.45,35.54,44,Ms,4.7,地中海,天然地震
2012-9-21 16:47:34,22.30,35.33,9,Ms,4.8,地中海,天然地震
2012-9-21 11:28:32,58.50,32.10,6,Ms,4.3,伊朗,天然地震
2012-9-20 14:23:39,-32.40,52.68,5,Ms,4.9,北大西洋,天然地震
2012-9-19 17:17:46,37.10,37.30,7,Ms,4.7,约旦---叙利亚地区,天然地震
2012-9-17 10:13:26,51.42,27.64,6,Ms,4.2,波斯湾,天然地震
2012-9-16 22:30:04,-32.17,58.73,3,mb,4.7,北大西洋,天然地震
2012-9-16 15:54:16,35.80,37.40,19,Ms,4.6,土耳其,天然地震
2012-9-15 13:52:08,63.38,40.16,17,Ms,4.2,土库曼斯坦,天然地震
2012-9-13 16:01:38,53.38,26.81,10,Ms,4.3,波斯湾,天然地震
2012-9-13 10:42:16,43.20,36.91,10,Ms,4.2,伊拉克,天然地震
2012-9-12 11:27:39,23.62,34.71,23,Ms,5.1,克里特岛,天然地震
2012-9-06 11:43:44,54.10,27.10,34,Ms,4.6,伊朗南部,天然地震
2012-9-06 09:57:13,54.00,27.20,40,Ms,5.2,伊朗南部,天然地震
2012-9-02 08:50:01,60.22,33.42,20,Ms,4.8,伊朗,天然地震
2012-8-26 11:20:54,-35.10,53.66,10,Ms,4.8,北大西洋,天然地震
2012-8-25 16:36:27,52.42,27.01,6,Ms,4.0,阿拉伯半岛东部,天然地震
2012-8-22 15:57:34,67.80,41.30,15,ML,3.6,乌兹别克东南部,天然地震
2012-8-22 13:28:33,46.50,37.90,10,Ms,4.7,伊朗西北部,天然地震
2012-8-19 03:17:29,52.00,27.80,10,Ms,4.2,波斯湾,天然地震
2012-8-17 01:14:11,46.14,38.41,20,Ms,4.2,伊朗西北部,天然地震
2012-8-16 01:49:04,46.70,38.40,7,Ms,4.8,伊朗西北部,天然地震
2012-8-15 19:25:44,-32.25,57.93,6,Ms,4.3,北大西洋,天然地震
2012-8-15 18:04:27,-32.92,58.36,6,Ms,5.1,北大西洋,天然地震
2012-8-15 17:41:50,-33.13,58.41,10,Ms,4.7,北大西洋,天然地震
2012-8-14 22:02:23,46.70,38.40,6,Ms,4.7,伊朗西北部,天然地震
2012-8-13 18:45:44,46.50,38.20,10,Ms,4.3,伊朗西北部,天然地震
2012-8-13 09:56:08,46.38,38.12,9,Ms,4.4,伊朗西北部,天然地震
2012-8-12 14:40:43,46.43,38.39,11,Ms,4.2,伊朗西北部,天然地震
2012-8-12 06:24:01,46.70,38.40,5,Ms,4.8,伊朗西北部,天然地震
2012-8-12 03:52:43,46.80,38.30,5,Ms,4.4,伊朗西北部,天然地震
2012-8-12 01:47:27,-32.31,52.19,5,Ms,5.3,北大西洋海岭,天然地震
2012-8-11 23:43:16,46.60,38.30,5,Ms,4.7,伊朗西北部,天然地震
2012-8-11 23:21:14,46.80,38.30,10,Ms,4.6,伊朗西北部,天然地震
2012-8-11 22:25:14,46.60,38.00,10,Ms,4.7,伊朗西北部,天然地震
2012-8-11 21:14:05,46.70,38.40,6,Ms,4.9,伊朗西北部,天然地震
2012-8-11 21:05:57,47.29,39.00,11,mB,4.7,伊朗,天然地震
2012-8-11 20:49:15,46.70,38.40,8,Ms,4.9,伊朗西北部,天然地震
2012-8-11 20:34:33,46.77,38.39,6,Ms,6.5,伊朗西北部,天然地震
2012-8-11 20:23:14,46.82,38.34,6,Ms,6.6,伊朗西北部,天然地震
2012-8-07 15:48:13,23.56,33.96,26,Ms,4.8,地中海,天然地震
2012-8-06 23:22:05,24.10,38.48,10,Ms,4.4,希腊南部,天然地震
2012-8-06 04:37:24,42.61,37.47,51,Ms,4.7,伊拉克,天然地震
2012-7-30 17:01:15,17.80,44.20,8,Ms,4.3,南斯拉夫,天然地震
2012-7-29 07:29:44,33.83,34.60,39,Ms,4.5,塞浦路斯,天然地震
2012-7-28 07:12:23,17.90,44.20,10,Ms,4.7,南斯拉夫,天然地震
2012-7-28 05:39:06,51.31,37.34,6,Ms,4.0,伊朗,天然地震
2012-7-25 06:53:40,43.40,38.70,6,Ms,4.4,土耳其,天然地震
2012-7-25 04:19:38,22.92,35.08,31,Ms,4.6,地中海,天然地震
2012-7-24 14:56:35,50.90,31.80,10,Ms,4.6,伊朗,天然地震
2012-7-24 14:50:04,50.90,31.70,10,Ms,4.8,伊朗,天然地震
2012-7-22 18:16:25,49.90,32.60,14,Ms,4.3,伊朗西部,天然地震
2012-7-22 17:26:02,36.40,37.50,8,Ms,4.8,土耳其,天然地震
2012-7-20 21:51:11,44.10,42.50,8,Ms,4.3,高加索西部,天然地震
2012-7-20 08:16:52,58.20,35.50,20,Ms,4.2,伊朗,天然地震
2012-7-19 03:37:17,24.94,34.22,38,Ms,4.8,地中海,天然地震
2012-7-14 20:52:05,23.10,42.70,8,Ms,4.4,保加利亚,天然地震
2012-7-14 08:54:59,47.45,34.54,9,Ms,4.4,伊朗西部,天然地震
2012-7-09 21:54:55,28.54,35.26,61,Ms,5.2,地中海东部,天然地震
2012-7-05 07:46:30,26.26,34.75,38,Ms,4.7,克里特岛,天然地震
2012-7-04 19:12:11,16.71,37.77,55,Ms,4.8,爱奥尼亚海,天然地震
2012-7-03 13:03:38,14.14,34.13,10,Ms,4.7,地中海,天然地震
2012-7-02 06:01:25,60.10,34.61,9,Ms,5.1,伊朗,天然地震
2012-7-01 10:49:47,51.00,31.80,7,Ms,4.9,伊朗,天然地震
2012-6-27 17:40:05,-29.40,41.20,10,Ms,5.1,亚速尔群岛地区,天然地震
2012-6-27 10:25:35,47.67,34.15,31,Ms,4.3,伊朗西部,天然地震
2012-6-25 21:05:26,28.78,36.44,48,Ms,4.6,地中海东部,天然地震
2012-6-25 08:05:27,-29.10,41.00,10,Ms,5.1,亚速尔群岛地区,天然地震
2012-6-25 04:43:45,-28.87,41.32,5,Ms,5.0,亚速尔群岛地区,天然地震
2012-6-25 04:07:20,43.60,38.70,5,Ms,4.4,土耳其,天然地震
2012-6-24 01:52:28,22.00,38.20,52,Ms,4.6,希腊南部,天然地震
2012-6-21 10:00:26,67.14,26.41,23,Ms,4.4,巴基斯坦,天然地震
2012-6-19 09:47:54,24.55,34.23,37,Ms,4.9,地中海,天然地震
2012-6-19 06:09:48,6.50,39.45,6,Ms,4.8,地中海西部地区,天然地震
2012-6-18 08:02:38,-29.10,41.90,10,Ms,5.2,亚速尔群岛地区,天然地震
2012-6-18 07:32:05,-29.10,42.60,10,Ms,4.8,亚速尔群岛地区,天然地震
2012-6-18 03:20:36,21.01,40.00,14,Ms,4.7,希腊,天然地震
2012-6-17 22:34:17,-28.80,43.60,10,Ms,5.2,北大西洋海岭,天然地震
2012-6-15 00:46:05,29.10,36.30,47,Ms,4.5,地中海东部,天然地震
2012-6-14 13:52:52,42.50,37.30,10,Ms,5.0,伊拉克,天然地震
2012-6-12 13:12:09,50.70,29.70,34,Ms,4.3,伊朗南部,天然地震
2012-6-10 20:44:13,28.67,36.51,41,Ms,6.0,多德卡尼斯群岛,天然地震
2012-6-09 00:15:08,50.11,29.67,32,Ms,4.8,波斯湾,天然地震
2012-6-08 04:54:24,27.90,40.80,6,Ms,4.7,土耳其,天然地震
2012-6-07 18:17:11,20.90,41.30,10,Ms,4.5,马其顿,天然地震
2012-6-07 04:10:37,50.70,29.70,10,Ms,4.2,伊朗南部,天然地震
2012-6-05 15:47:05,-30.60,38.20,5,Ms,5.3,亚速尔群岛地区,天然地震
2012-6-04 22:19:51,28.08,36.29,32,Ms,4.9,多德卡尼斯群岛,天然地震
2012-6-04 03:20:40,10.63,45.03,6,Ms,5.1,意大利北部,天然地震
2012-6-02 08:32:16,45.72,43.47,74,Ms,4.3,高加索东部,天然地震
2012-6-01 19:03:35,61.45,23.62,12,Ms,4.2,阿曼湾,天然地震
2012-5-30 14:55:45,52.30,28.60,18,Ms,4.2,伊朗南部,天然地震
2012-5-29 19:00:21,10.60,45.12,6,Ms,5.6,意大利北部,天然地震
2012-5-29 18:55:58,11.37,45.55,6,Ms,5.8,意大利北部,天然地震
2012-5-29 16:40:55,11.00,44.90,5,Ms,4.6,意大利北部,天然地震
2012-5-29 16:25:49,10.90,44.90,3,Ms,4.7,意大利北部,天然地震
2012-5-29 15:00:01,11.02,44.78,9,Ms,6.3,意大利北部,天然地震
2012-5-28 09:06:26,15.47,39.74,30,Ms,4.6,第勒尼安海,天然地震
2012-5-25 19:22:39,38.24,38.30,16,Ms,4.0,土耳其,天然地震
2012-5-24 05:59:12,23.10,42.60,5,mB,4.6,保加利亚,天然地震
2012-5-24 05:41:14,10.71,45.11,10,Ms,4.4,意大利北部,天然地震
2012-5-23 09:46:46,20.45,38.77,12,Ms,4.5,爱奥尼亚海,天然地震
2012-5-22 09:30:45,22.30,42.71,5,Ms,4.7,南斯拉夫,天然地震
2012-5-22 08:00:30,23.00,42.70,10,Ms,5.9,保加利亚,天然地震
2012-5-22 00:37:29,11.40,44.90,11,Ms,4.5,意大利北部,天然地震
2012-5-21 01:37:11,11.11,44.86,15,Ms,4.6,意大利北部,天然地震
2012-5-20 21:17:58,11.02,44.66,9,Ms,5.2,意大利北部,天然地震
2012-5-20 18:12:20,11.64,45.10,5,Ms,4.8,意大利北部,天然地震
2012-5-20 17:13:16,10.63,44.80,5,Ms,4.9,意大利北部,天然地震
2012-5-20 11:02:49,11.29,45.16,7,Ms,5.4,意大利北部,天然地震
2012-5-20 10:03:50,11.12,44.80,8,Ms,6.2,意大利北部,天然地震
2012-5-20 02:21:30,47.00,32.40,46,Ms,4.4,伊拉克,天然地震
2012-5-18 22:46:35,46.80,41.60,22,Ms,4.9,高加索东部,天然地震
2012-5-18 05:40:38,53.90,26.90,8,Ms,5.1,伊朗南部,天然地震
