发震日期（北京时间）,经度(°),纬度(°),震源深度(Km),震级类型,震级,震中位置,事件类型
2009-9-11 09:58:26,31.73,38.01,22,Ms,4.8,土耳其,天然地震
2009-9-11 02:29:45,31.55,37.78,10,Ms,4.7,土耳其,天然地震
2009-9-10 12:54:37,66.93,29.02,20,Ms,4.7,巴基斯坦,天然地震
2009-9-10 12:46:16,66.94,28.89,25,Ms,4.7,巴基斯坦,天然地震
2009-9-09 16:36:20,44.14,43.34,10,Ms,4.3,高加索西部,天然地震
2009-9-09 01:50:42,42.69,42.61,10,mb,4.4,高加索西部,天然地震
2009-9-08 06:49:26,43.50,42.70,5,Ms,5.8,高加索西部,天然地震
2009-9-08 06:41:34,43.40,42.70,10,Ms,6.4,高加索西部,天然地震
2009-9-08 05:26:27,14.04,38.73,10,Ms,5.0,西西里岛,天然地震
2009-9-07 05:49:34,19.71,41.01,3,Ms,5.5,阿尔巴尼亚,天然地震
2009-9-05 08:47:19,-13.10,36.42,5,Ms,4.8,北大西洋,天然地震
2009-8-30 22:04:37,46.50,33.10,35,Ms,4.6,伊朗---伊拉克边境地区,天然地震
2009-8-26 10:59:37,25.13,34.42,9,Ms,4.7,地中海,天然地震
2009-8-25 14:28:29,32.15,34.95,10,Ms,4.7,塞浦路斯,天然地震
2009-8-22 10:05:33,-32.60,57.80,7,Ms,4.7,北大西洋,天然地震
2009-8-22 08:51:57,-33.05,58.60,4,Ms,4.9,北大西洋,天然地震
2009-8-21 21:39:50,18.58,41.69,5,Ms,4.9,亚得里亚海,天然地震
2009-8-16 13:47:54,25.40,34.10,10,mB,5.0,地中海,天然地震
2009-8-15 06:05:01,51.30,36.47,31,Ms,4.2,伊朗,天然地震
2009-8-13 14:12:43,49.90,31.60,14,Ms,4.3,伊朗西部,天然地震
2009-8-12 06:40:20,26.20,34.10,42,mb,4.5,地中海东部,天然地震
2009-8-08 22:18:41,51.07,29.98,14,mb,4.3,伊朗南部,天然地震
2009-8-08 21:52:35,27.20,40.30,10,Ms,4.9,土耳其,天然地震
2009-8-08 14:43:18,-27.50,46.70,10,Ms,5.0,北大西洋海岭,天然地震
2009-8-08 02:59:17,56.53,26.50,10,Ms,4.8,伊朗南部,天然地震
2009-8-07 11:33:16,15.43,51.72,25,Ms,4.6,德国,天然地震
2009-8-07 11:06:06,52.00,40.50,45,Ms,4.5,里海,天然地震
2009-8-06 12:57:44,21.43,37.54,43,Ms,5.1,爱奥尼亚海,天然地震
2009-8-05 15:49:02,28.70,43.40,10,Ms,4.8,黑海,天然地震
2009-7-30 15:37:49,39.80,39.70,5,Ms,4.8,土耳其,天然地震
2009-7-29 07:34:54,18.90,41.40,44,mB,4.9,亚得里亚海,天然地震
2009-7-29 01:38:52,29.70,36.10,60,Ms,4.6,地中海东部,天然地震
2009-7-25 04:27:08,26.50,45.70,133,mB,4.8,罗马尼亚,天然地震
2009-7-24 13:48:18,35.70,37.50,10,Ms,4.3,土耳其,天然地震
2009-7-22 11:52:56,54.98,26.89,9,Ms,5.1,伊朗南部,天然地震
2009-7-19 04:32:23,43.30,35.80,7,Ms,4.8,伊拉克,天然地震
2009-7-18 10:41:24,-37.90,34.33,6,Ms,5.2,北大西洋海岭,天然地震
2009-7-13 11:06:26,-34.73,53.35,10,Ms,4.9,北大西洋,天然地震
2009-7-12 07:30:03,25.05,34.00,48,mB,4.9,地中海,天然地震
2009-7-11 21:48:39,24.45,33.84,10,mB,5.0,地中海,天然地震
2009-7-10 00:27:39,25.27,34.39,13,Ms,4.7,地中海,天然地震
2009-7-08 14:19:52,24.74,34.15,25,Ms,4.9,地中海,天然地震
2009-7-08 04:12:06,25.33,33.85,15,mB,4.9,地中海,天然地震
2009-7-07 23:57:03,38.70,38.20,25,Ms,4.5,土耳其,天然地震
2009-7-07 15:59:43,-34.33,57.34,7,Ms,4.8,北大西洋,天然地震
2009-7-07 09:02:42,25.18,34.09,5,Ms,4.7,地中海,天然地震
2009-7-07 08:32:41,24.95,34.06,5,Ms,4.8,地中海,天然地震
2009-7-05 22:09:51,55.50,27.60,60,Ms,4.3,伊朗南部,天然地震
2009-7-03 12:42:30,24.10,34.50,40,Ms,4.7,克里特岛,天然地震
2009-7-03 12:17:53,24.96,33.91,33,Ms,4.7,地中海,天然地震
2009-7-03 12:16:45,25.60,34.00,25,Ms,4.8,地中海东部,天然地震
2009-7-03 06:36:41,25.24,33.90,25,Ms,4.6,地中海,天然地震
2009-7-03 03:47:45,25.12,33.67,25,Ms,4.6,地中海,天然地震
2009-7-02 14:17:09,24.56,34.64,19,Ms,4.7,克里特岛,天然地震
2009-7-01 17:59:00,24.85,33.99,24,Ms,5.7,地中海,天然地震
2009-7-01 17:42:01,25.12,34.54,22,Ms,5.0,克里特岛,天然地震
2009-7-01 17:30:07,25.31,34.52,12,Ms,6.4,克里特岛,天然地震
2009-6-30 05:22:01,66.47,43.51,10,Ms,4.2,哈萨克中部,天然地震
2009-6-27 06:14:52,24.95,36.74,34,Ms,4.7,希腊南部,天然地震
2009-6-27 04:37:35,24.76,36.44,36,Ms,4.7,克里特岛,天然地震
2009-6-26 14:16:48,-35.35,52.88,7,Ms,5.0,北大西洋,天然地震
2009-6-25 23:04:50,46.40,32.90,10,Ms,4.5,伊拉克,天然地震
2009-6-23 13:02:39,56.10,28.20,10,Ms,4.6,伊朗南部,天然地震
2009-6-23 04:58:40,13.11,43.01,15,Ms,5.0,中部意大利,天然地震
2009-6-21 19:19:59,16.57,43.98,11,Ms,4.9,南斯拉夫,天然地震
2009-6-20 16:28:16,26.40,37.54,17,Ms,4.9,多德卡尼斯群岛,天然地震
2009-6-19 22:33:30,27.97,34.65,40,mb,4.6,地中海东部,天然地震
2009-6-19 22:04:58,28.19,35.56,37,Ms,5.6,多德卡尼斯群岛,天然地震
2009-6-18 22:03:24,28.15,35.12,38,Ms,4.4,地中海东部,天然地震
2009-6-18 12:26:11,28.27,35.44,34,Ms,4.8,地中海东部,天然地震
2009-6-17 12:29:14,35.24,36.30,49,Ms,4.7,塞浦路斯,天然地震
2009-6-17 12:12:43,61.27,21.39,10,Ms,4.6,阿拉伯海,天然地震
2009-6-14 18:32:50,61.40,36.70,12,Ms,4.0,伊朗---苏联边境地区,天然地震
2009-6-07 17:00:10,21.96,38.76,52,Ms,4.7,希腊,天然地震
2009-6-05 22:38:35,21.64,36.33,17,Ms,4.3,地中海,天然地震
2009-6-04 22:19:57,49.94,40.83,22,Ms,4.7,高加索东部,天然地震
2009-6-02 22:39:30,52.46,40.36,44,Ms,4.7,里海,天然地震
2009-5-30 05:33:48,-22.00,64.00,12,Ms,4.7,冰岛地区,天然地震
2009-5-27 07:52:43,48.50,34.00,5,Ms,4.6,伊朗西部,天然地震
2009-5-26 18:39:11,53.14,27.13,91,mB,5.2,波斯湾,天然地震
2009-5-25 03:36:57,21.72,41.02,10,Ms,4.9,希腊,天然地震
2009-5-25 00:17:46,22.38,41.14,10,Ms,5.3,希腊,天然地震
2009-5-23 12:47:36,21.22,36.38,38,Ms,4.8,地中海,天然地震
2009-5-21 23:28:24,19.55,38.63,52,Ms,4.9,爱奥尼亚海,天然地震
2009-5-20 07:32:48,67.42,30.40,11,Ms,4.1,巴基斯坦,天然地震
2009-5-20 04:35:31,36.77,24.98,10,Ms,4.6,红海,天然地震
2009-5-20 03:57:15,37.70,25.30,10,Ms,4.7,阿拉伯半岛西部,天然地震
2009-5-20 01:34:54,36.95,25.01,10,Ms,5.9,红海,天然地震
2009-5-20 00:54:22,36.83,24.91,10,Ms,5.0,红海,天然地震
2009-5-19 14:38:26,37.06,25.11,10,Ms,5.0,红海,天然地震
2009-5-18 06:39:24,22.28,38.02,24,Ms,4.6,希腊南部,天然地震
2009-5-18 03:50:06,37.70,25.40,10,Ms,4.7,阿拉伯半岛西部,天然地震
2009-5-17 19:59:04,21.86,38.29,45,Ms,4.8,希腊南部,天然地震
2009-5-14 17:13:35,26.30,36.00,107,mB,4.9,克里特岛,天然地震
2009-5-14 03:46:46,21.80,36.57,40,Ms,5.1,希腊南部,天然地震
2009-5-12 09:37:04,59.10,32.30,5,Ms,5.0,伊朗,天然地震
2009-5-11 10:14:06,57.60,30.30,9,Ms,4.2,伊朗南部,天然地震
2009-5-09 09:46:02,22.60,38.82,7,Ms,4.1,希腊,天然地震
2009-5-08 22:53:53,22.72,35.11,67,Ms,4.2,地中海,天然地震
2009-5-08 06:43:57,56.64,25.52,20,Ms,4.7,阿拉伯半岛东部,天然地震
2009-5-08 05:27:08,14.73,47.45,10,Ms,4.5,南斯拉夫,天然地震
2009-5-07 23:31:50,22.17,37.88,66,mB,4.8,希腊南部,天然地震
2009-5-07 00:23:50,26.34,34.60,31,mB,5.0,克里特岛,天然地震
2009-5-05 09:39:20,6.83,48.29,7,Ms,4.8,法国,天然地震
2009-5-02 06:30:10,51.80,29.50,12,Ms,4.7,伊朗南部,天然地震
2009-4-30 18:04:28,61.51,28.05,85,Ms,4.6,伊朗南部,天然地震
2009-4-30 08:02:54,-35.01,52.57,7,Ms,4.6,北大西洋,天然地震
2009-4-29 03:54:33,-35.00,52.60,10,Ms,5.4,北大西洋,天然地震
2009-4-26 01:18:46,26.40,45.70,96,mB,5.3,罗马尼亚,天然地震
2009-4-25 23:14:52,48.80,33.00,20,Ms,4.1,伊朗西部,天然地震
2009-4-25 09:36:22,13.29,34.09,32,Ms,4.9,地中海,天然地震
2009-4-19 16:19:42,-39.60,53.60,10,Ms,5.1,北大西洋,天然地震
2009-4-16 22:25:23,24.41,34.12,10,Ms,4.8,地中海,天然地震
2009-4-16 11:02:22,50.00,30.70,8,mb,4.7,伊朗西部,天然地震
2009-4-15 15:40:22,50.20,30.90,30,mb,4.9,伊朗西部,天然地震
2009-4-14 14:14:16,23.11,34.28,58,Ms,4.9,地中海,天然地震
2009-4-14 05:14:22,12.96,42.74,12,Ms,5.1,意大利中部,天然地震
2009-4-13 00:31:38,34.10,44.10,20,Ms,4.6,黑海,天然地震
2009-4-10 11:22:21,13.40,42.50,5,mB,4.8,意大利中部,天然地震
2009-4-10 03:38:15,13.02,42.80,10,Ms,5.2,意大利中部,天然地震
2009-4-09 12:32:44,13.30,42.50,10,Ms,4.7,意大利中部,天然地震
2009-4-09 11:14:52,13.40,42.40,7,Ms,4.7,意大利南部,天然地震
2009-4-09 08:52:57,13.11,42.64,7,Ms,5.4,意大利中部,天然地震
2009-4-08 05:34:31,12.58,42.44,37,Ms,4.9,意大利南部,天然地震
2009-4-08 01:47:34,13.37,42.64,4,Ms,5.8,意大利中部,天然地震
2009-4-08 01:32:49,47.00,32.70,42,Ms,4.7,伊朗---伊拉克边境地区,天然地震
2009-4-07 23:18:39,-17.82,37.89,7,Ms,5.1,北大西洋,天然地震
2009-4-07 17:26:25,13.03,42.31,5,Ms,5.1,意大利南部,天然地震
2009-4-07 14:00:35,56.91,37.36,12,mb,4.2,伊朗,天然地震
2009-4-07 07:15:34,13.17,42.62,6,Ms,5.1,意大利中部,天然地震
2009-4-07 00:38:08,12.45,42.38,33,mB,5.0,第勒尼安海,天然地震
2009-4-06 15:17:10,13.40,42.40,9,Ms,4.8,意大利南部,天然地震
2009-4-06 11:56:40,12.40,42.22,6,Ms,4.8,第勒尼安海,天然地震
2009-4-06 10:36:59,12.61,42.51,6,Ms,5.1,意大利中部,天然地震
2009-4-06 09:32:38,12.89,42.45,10,Ms,6.8,意大利南部,天然地震
2009-4-06 04:48:53,13.40,42.40,10,Ms,4.7,意大利南部,天然地震
2009-4-06 04:20:49,11.71,44.63,8,Ms,4.9,意大利北部,天然地震
2009-4-05 02:59:12,49.44,31.70,12,Ms,4.6,伊朗西部,天然地震
2009-3-25 20:23:19,19.70,40.30,10,Ms,4.7,希腊---阿尔巴尼亚边境地区,天然地震
2009-3-22 07:55:28,-35.10,55.90,10,Ms,4.9,北大西洋,天然地震
2009-3-22 06:06:19,-35.10,55.50,10,Ms,4.9,北大西洋,天然地震
2009-3-19 22:15:14,23.11,35.25,29,Ms,4.8,地中海,天然地震
2009-3-18 07:14:46,67.80,26.16,10,Ms,5.0,巴基斯坦,天然地震
2009-3-16 23:22:38,-35.72,56.22,11,Ms,5.1,北大西洋,天然地震
2009-3-12 01:26:06,42.00,38.90,5,mB,4.8,土耳其,天然地震
2009-3-11 03:39:11,21.80,38.20,10,mb,4.3,希腊南部,天然地震
2009-3-08 02:51:16,18.55,41.55,35,Ms,4.9,亚得里亚海,天然地震
2009-3-03 06:02:02,26.30,36.30,10,mb,4.3,克里特岛,天然地震
2009-3-03 05:46:02,49.50,32.29,14,Ms,4.7,伊朗西部,天然地震
2009-3-02 23:05:01,67.48,30.65,16,Ms,4.5,巴基斯坦,天然地震
2009-2-28 04:52:43,24.96,34.50,14,Ms,4.8,克里特岛,天然地震
2009-2-25 13:03:09,62.92,25.18,40,Ms,4.6,巴基斯坦海岸近海,天然地震
2009-2-23 19:10:54,55.12,28.00,9,Ms,4.7,伊朗南部,天然地震
2009-2-22 00:53:51,-35.00,55.50,10,Ms,5.2,北大西洋,天然地震
2009-2-22 00:53:34,-35.44,56.34,6,Ms,5.0,北大西洋,天然地震
2009-2-21 23:46:15,-34.72,56.59,10,Ms,5.1,北大西洋,天然地震
2009-2-21 23:40:34,-37.00,55.30,10,Ms,5.2,北大西洋,天然地震
2009-2-18 17:12:28,49.76,31.03,16,mB,4.8,伊朗西部,天然地震
2009-2-17 13:28:18,29.14,39.04,11,Ms,4.9,土耳其,天然地震
2009-2-17 07:16:37,21.13,37.48,8,Ms,5.7,地中海,天然地震
2009-2-16 05:22:23,56.89,31.25,73,Ms,4.6,伊朗,天然地震
2009-2-07 12:52:49,66.62,43.38,10,Ms,4.5,哈萨克中部,天然地震
2009-2-07 07:51:09,26.98,36.69,80,mb,4.6,多德卡尼斯群岛,天然地震
2009-2-03 02:41:32,21.91,35.87,81,mb,4.5,地中海,天然地震
2009-2-02 16:36:44,66.21,27.22,13,Ms,5.1,巴基斯坦,天然地震
2009-2-02 12:13:33,20.04,37.82,54,Ms,5.1,爱奥尼亚海,天然地震
2009-2-01 18:27:12,41.69,40.55,8,Ms,4.8,土耳其,天然地震
2009-2-01 08:57:07,20.40,38.50,31,Ms,4.9,爱奥尼亚海,天然地震
2009-1-29 07:59:02,27.64,35.51,47,Ms,4.6,多德卡尼斯群岛,天然地震
2009-1-27 19:38:35,-36.50,34.60,10,mb,4.8,北大西洋海岭,天然地震
2009-1-22 22:34:29,-35.78,54.15,10,Ms,5.3,北大西洋,天然地震
2009-1-20 07:02:05,24.69,34.92,19,Ms,5.0,克里特岛,天然地震
2009-1-17 19:22:22,1.60,36.20,10,Ms,5.2,阿尔及利亚,天然地震
2009-1-17 15:45:23,36.15,37.13,11,Ms,4.8,土耳其,天然地震
2009-1-15 05:22:39,-44.60,26.40,10,Ms,4.9,北大西洋海岭,天然地震
2009-1-13 14:12:41,25.72,35.48,56,Ms,5.1,克里特岛,天然地震
2009-1-13 02:11:45,60.26,35.53,12,mb,4.0,伊朗,天然地震
2009-1-11 18:53:51,15.50,51.40,10,Ms,5.0,捷克斯洛伐克,天然地震
2009-1-08 20:04:00,20.51,41.87,10,Ms,4.9,阿尔巴尼亚,天然地震
2009-1-06 02:56:02,-30.50,42.40,10,Ms,5.2,亚速尔群岛地区,天然地震
2009-1-04 18:26:34,27.26,34.50,55,mB,5.0,克里特岛,天然地震
